gene,rank,weighted_lfc,direction_consistency
NUDT13,513,-0.0789352268440142,0.666666666666667
IFIT2,514,0.420447416241217,0.666666666666667
NACC2,515,0.10078459064705,0.666666666666667
CRYZ,516,-0.240471480084581,0.666666666666667
C5orf24,517,-0.232865509318083,0.666666666666667
SLC30A9,518,-0.144723644208867,0.666666666666667
RASGEF1B,519,1.5810797497729,1
ANXA13,520,0.819908293194752,0.666666666666667
SERPINH1,521,1.61202843315586,1
MYC,522,1.78740873805223,1
PPP1R3E,523,-0.177336873958984,0.666666666666667
MT1A,524,1.30886274152789,0.666666666666667
APOLD1,525,1.87344967352946,1
SLC13A3,526,1.59897855127846,1
CCNK,527,0.229994477042929,1
GDF15,528,2.69343255372152,0.666666666666667
SDS,529,0.466092133374553,1
HSPB1,530,1.0453088790742,1
PRPF3,531,0.386944813016013,0.666666666666667
ZFP36L2,532,0.676497959299163,0.666666666666667
ALDH7A1,533,-0.219130416779368,0.666666666666667
GDA,534,1.52540299474602,0.666666666666667
ZNF700,535,0.233977603932545,0.666666666666667
HOXA7,536,-0.302496396144114,1
NANS,537,0.224822069259192,1
NPHS1,538,2.40232097559792,0.666666666666667
LHFPL2,539,0.222747461019535,0.666666666666667
CCDC59,540,0.39807724255244,0.666666666666667
UIMC1,541,0.438664049221442,0.666666666666667
CLDN7,542,0.379553392179516,0.666666666666667
MIDN,543,0.778579518818984,0.666666666666667
TNFSF9,544,1.92454809526757,1
GAS2,545,-0.0838605772424562,0.666666666666667
SRP19,546,0.22881653085224,1
ZNF512,547,-0.216481757834619,1
TRAF6,548,0.382044670518472,1
PPA1,549,0.416733207617707,1
FAM83D,550,-0.0326354110659008,0.666666666666667
PDK2,551,-0.237859636204017,0.666666666666667
ADAMTS1,552,1.99738618501388,1
SLC19A2,553,0.679948768236895,0.666666666666667
GPATCH2,554,0.239983008272921,0.666666666666667
REL,555,0.599339194749627,0.666666666666667
SLC12A6,556,0.0994464133210865,0.666666666666667
CPM,557,0.443676291607444,1
KBTBD7,558,-0.39711649753071,0.666666666666667
BPHL,559,-0.547722813715564,0.666666666666667
