"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","Module"
"R-HSA-76009","Platelet Aggregation (Plug Formation)","2/19","39/11146",0.0512820512820513,30.0836707152497,7.51814901293639,0.00196477509390582,0.0499052873852077,0.0306091277787432,"FGA/PTPN1",2,11
"R-HSA-3371497","HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand","4/12","55/11146",0.0727272727272727,67.5515151515151,16.2427286987828,2.55068141776936e-07,2.41344797628957e-05,1.23394332622324e-05,"DNAJA1/DNAJB1/HSP90AA1/HSP90AB1",4,14
"R-HSA-3371568","Attenuation phase","3/12","14/11146",0.214285714285714,199.035714285714,24.340303496546,3.44778282327081e-07,2.41344797628957e-05,1.23394332622324e-05,"DNAJB1/HSP90AA1/HSP90AB1",3,14
"R-HSA-3371556","Cellular response to heat stress","4/12","89/11146",0.0449438202247191,41.7453183520599,12.669489469024,1.79059656826187e-06,6.66936072035899e-05,3.40989871416851e-05,"DNAJB1/HSP90AA1/HSP90AB1/HSPA5",4,14
"R-HSA-3371571","HSF1-dependent transactivation","3/12","24/11146",0.125,116.104166666667,18.5314870905616,1.90553163438828e-06,6.66936072035899e-05,3.40989871416851e-05,"DNAJB1/HSP90AA1/HSP90AB1",3,14
"R-HSA-2173782","Binding and Uptake of Ligands by Scavenger Receptors","3/12","42/11146",0.0714285714285714,66.3452380952381,13.9284860739725,1.06907044088038e-05,0.000299339723446506,0.000153045873641823,"COLEC11/HSP90AA1/HSP90B1",3,14
"R-HSA-381183","ATF6 (ATF6-alpha) activates chaperone genes","2/12","10/11146",0.2,185.766666666667,19.1895178837927,4.75891891841448e-05,0.00111041441429671,0.000567730677986288,"HSP90B1/HSPA5",2,14
"R-HSA-3371511","HSF1 activation","2/12","12/11146",0.166666666666667,154.805555555556,17.5001627751156,6.97139980744303e-05,0.00121999496630253,0.000623756824876482,"HSP90AA1/HSP90AB1",2,14
"R-HSA-381033","ATF6 (ATF6-alpha) activates chaperones","2/12","12/11146",0.166666666666667,154.805555555556,17.5001627751156,6.97139980744303e-05,0.00121999496630253,0.000623756824876482,"HSP90B1/HSPA5",2,14
"R-HSA-381119","Unfolded Protein Response (UPR)","3/12","95/11146",0.0315789473684211,29.3315789473684,9.10409630220832,0.00012481650522619,0.0016093599934054,0.000822830673320053,"DNAJB11/HSP90B1/HSPA5",3,14
