gene_symbol,log2FoldChange,pvalue,t_statistic,mean_case,mean_ctrl,padj,comparison,dataset,ischemia_also
CREB5,0.9772726341823343,6.036624165180134e-32,15.793209349343233,7.706759402451349,6.729486768269014,5.29047226576318e-29,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,False
CRELD2,0.4661032336350246,1.4469364069984412e-12,8.252124346447385,8.802639288862917,8.336536055227892,1.0987053038484372e-10,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,True
CRYAB,1.4475215725719117,1.1100075028924808e-21,15.588029083176982,13.451986672679638,12.004465100107726,3.3836728713172457e-19,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,True
CRYL1,-0.5701362766565587,2.896998653190275e-07,-5.906117360237519,10.172273977421975,10.742410254078534,7.323800621619909e-06,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,True
CRYM,-0.5684788106670347,0.00028603373233777716,-3.936479846196499,7.757703676422384,8.326182487089419,0.00282720418661966,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,True
CSDA,1.0369506130898554,3.2465252121219225e-23,15.248800521329688,11.118089560293127,10.081138947203272,1.1573862381214654e-20,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,True
CSF2RA,0.5182059474802365,7.017537675611434e-05,4.360572861182995,9.5538949072734,9.035688959793163,0.0008594083184860151,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,False
CTSA,0.47717313055964894,0.0009866792266501627,3.501150629141007,9.967739363862778,9.490566233303129,0.007962139847974755,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,False
CTSC,-0.5860263288303784,3.530813846029513e-06,-5.290256724392752,9.77103052849495,10.357056857325329,6.388419185416065e-05,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,True
CTSD,0.4441208183712231,1.8530689530192652e-05,4.693348889971393,10.155153009309716,9.711032190938493,0.00027318014463217883,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,True
CTSF,-0.7010398917223029,7.432723212923341e-19,-12.79047665088652,8.304848690244706,9.005888581967008,1.563361836990231e-16,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,True
CTSL2,-0.5353429021431406,0.0041443284482499,-3.024153714494116,8.085951386393543,8.621294288536683,0.026055815996492083,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,True
CTXN3,-0.5723190357114563,3.170879737456107e-06,-5.189285055789293,7.112053585725136,7.684372621436593,5.81217420111399e-05,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,True
CUBN,-1.1419381550193304,4.6426333790815326e-05,-4.495300211615016,10.041380628046152,11.183318783065483,0.0006039012317805283,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,True
CUTA,-0.4304645562967906,2.696205186074849e-11,-8.54301926267591,9.367893327367986,9.798357883664776,1.6291187655289523e-09,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,False
CXCL1,0.915609858681476,6.740467319322708e-37,16.05380814049612,7.907612411457769,6.992002552776293,1.0126829954355297e-33,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,False
CXCL12,-0.47289823465701986,9.225975129189423e-07,-5.50548803423583,7.935302726915806,8.408200961572826,2.007807013758983e-05,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,False
CXCL2,1.9179535219973003,6.433462070003568e-65,25.542413385982996,8.888767355889051,6.970813833891751,9.021214963294669e-61,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,False
CYB5A,-0.5312834120322112,5.258525595920259e-08,-6.2587463087856285,11.516299900524075,12.047583312556286,1.6076336936306506e-06,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,True
CYB5D2,-0.3865783199975361,1.9756177873546898e-16,-11.095943864595734,8.490457836049831,8.877036156047367,2.7610735368986623e-14,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,False
CYBRD1,-0.5293836465206283,1.0676783768423234e-07,-6.260481707064803,8.191917224618502,8.72130087113913,3.0184157445313185e-06,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,False
CYCSL1,0.5209961048085372,1.3649406854042812e-08,6.723592134302961,10.133977549884438,9.612981445075901,4.804933875556645e-07,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,True
CYFIP2,-0.7303692836445421,6.05497913004088e-08,-6.22380721421938,9.170775842854036,9.901145126498578,1.8259125954367721e-06,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,True
CYGB,-0.396739037980276,1.083245203655257e-12,-9.499258083043404,7.242769722190235,7.639508760170511,8.345947982081629e-11,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,False
CYP24A1,0.9792407183939176,2.6592505463719215e-08,6.335540621081031,8.13465105505821,7.155410336664293,8.822294379670948e-07,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,True
CYP27A1,-0.5931156956887733,0.00015985795837389618,-4.122908931362135,8.84115988950393,9.434275585192703,0.0017394580276551192,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,True
CYP2E1,-0.42551029041222144,0.0009823379962447826,-3.5527685715165798,7.14509224392085,7.570602534333071,0.007934718219667678,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,False
CYP3A7,-0.7927278175031027,1.169430488825877e-10,-8.787394195339308,6.862222009816692,7.654949827319795,6.33948870791729e-09,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,True
CYP4F2,-0.644091483858797,0.003273128938810916,-3.1098899962971114,7.887421371469837,8.531512855328634,0.02152089951062188,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,True
CYP4F3,-0.8574557025763454,0.0002508850418768893,-3.9689971873295415,8.793439891570937,9.650895594147283,0.0025315377924286643,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,True
CYP4V2,-0.8565503353076789,7.538838129941273e-09,-7.0641255023522005,9.387380656247338,10.243930991555017,2.8065159611702616e-07,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,True
CYP4X1,-0.42089883154535457,4.929792604485291e-11,-8.175637309220503,7.213705056364157,7.6346038879095115,2.8525665129695012e-09,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,False
CYR61,1.145318717281551,1.4970529672929944e-06,5.619286818907966,11.232036635487283,10.086717918205732,3.0438147498846977e-05,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,True
D2HGDH,-0.4213326410337501,3.565493429895686e-05,-4.5670490350480595,8.740256620782832,9.161589261816582,0.00047920003870741796,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,True
DAK,-0.608094570879187,1.721458494947665e-06,-5.490573134074457,7.603445904234638,8.211540475113825,3.4385847344237145e-05,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,True
DAO,-0.7821141193240422,3.163835467557326e-07,-6.05337626902524,7.505577109774423,8.287691229098465,7.912786362290965e-06,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,True
DARC,0.5101272411905109,7.463994034928068e-07,5.240715858704366,7.4635120188754644,6.9533847776849536,1.6723786918791463e-05,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,True
DBI,0.6455406024472072,5.3215192749682175e-15,9.880573380954115,12.213275337781607,11.5677347353344,5.875599772705723e-13,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,True
DCDC2,0.42045063289678186,3.347774710416595e-14,9.194847727531734,7.986617365228644,7.566166732331862,3.3058882334059834e-12,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,False
DCN,-0.4300331665584789,9.595605841070371e-06,-4.8279208462557275,11.023573133780392,11.45360630033887,0.00015412689992986151,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,False
DCXR,-0.845639943433806,6.744710427408374e-07,-5.723541092097843,10.008866898156032,10.854506841589838,1.531191222610837e-05,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,True
DDC,-0.7404625906191509,0.007632521774390215,-2.7934335413480738,10.075516274363107,10.815978864982258,0.04281601459971639,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,True
DDIT3,1.81075154379299,1.3901522941989375e-31,20.14890510308395,9.775188185837536,7.964436642044546,1.1466575796091512e-28,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,False
DDIT4,0.9994671354890752,4.6754760884504896e-11,7.7965687472579885,9.8376465120254,8.838179376536324,2.7279230598175693e-09,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,False
DDX10,-0.44760963644638885,7.72205202983663e-05,-4.365652040942162,8.294032680554539,8.741642317000927,0.0009342639135436799,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,True
DDX39,0.4721185880597307,1.6557256316515506e-13,9.79613221482529,8.848690006993708,8.376571418933977,1.466345476772332e-11,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,True
DDX5,0.39271604511726643,9.103016168592503e-07,5.709707533493131,11.560270576395146,11.16755453127788,1.9851559417531406e-05,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,False
DDX51,0.50324992403932,0.003673605884449642,3.0620826608374316,11.497850921730414,10.994600997691094,0.023673035959121184,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,False
DEDD2,0.7094057737400803,2.829570871568228e-26,12.794592570081951,9.499385789580895,8.789980015840815,1.3840878820262865e-23,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,False
DEM1,0.5509447846393414,0.0020873567190922157,3.263616741645966,10.807044951242847,10.256100166603506,0.01482756418474371,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,False
DENND2D,0.4857467190086071,2.8502058162089754e-19,11.98789292188804,8.148151285151789,7.662404566143182,6.277466391123716e-17,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,True
DEPDC6,0.38169976269430705,3.7196875264708976e-10,7.006650697898234,8.44633183652759,8.064632073833282,1.8408952373653087e-08,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,False
DGCR6,-0.4427521681761206,5.230999844193009e-08,-6.404331161031124,9.22875899498255,9.671511163158671,1.600381603241217e-06,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,False
DHDH,-0.9645017565811447,5.039241288467605e-05,-4.47027910268824,8.813560049155933,9.778061805737078,0.0006476803033362871,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,True
DHRS3,-0.5342529888033738,1.2702325091622973e-10,-7.953289974636315,9.144671451066245,9.678924439869618,6.847159856210445e-09,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,True
DHRS4,-0.9077380228468304,5.285560969645253e-08,-6.524051489581478,8.298415300093197,9.206153322940027,1.6147254416126859e-06,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,True
DHRS4L2,-0.939521740249301,2.1225470784074782e-07,-6.120074062786155,8.191783854111916,9.131305594361217,5.552810195731803e-06,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,True
DHTKD1,-0.48379850679743797,1.070711962565462e-05,-4.979596374565474,7.928490979813034,8.412289486610472,0.00016901178284893541,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,True
DIO1,-0.6853008987200315,4.477010563547609e-05,-4.507196662218701,8.148113514259647,8.833414412979678,0.0005856081292996446,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,True
DIP2C,-0.501582534451777,1.3226549201668686e-08,-7.063054910776096,7.484975922862448,7.986558457314225,4.663883028219586e-07,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,True
DKFZp451M2119,-0.48419357653233064,0.0009724739603110857,-3.5254691955666693,7.637326038849034,8.121519615381365,0.007867127324693546,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,True
DMC1,0.6044382499524055,7.713937938594744e-05,4.343132065607778,12.41401671314445,11.809578463192045,0.0009335507113431102,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,False
DMGDH,-0.5555644779093365,3.8436276263702654e-08,-6.616817768865171,7.278622662319031,7.834187140228368,1.2239960890122478e-06,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,True
DNAJA1,1.3605909629794848,8.567042987276132e-37,20.189731274138143,11.832863054212034,10.472272091232549,1.2012993244858169e-33,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,False
DNAJA4,2.249538604828836,2.2199840743766426e-58,23.663217966929707,10.1067051490602,7.857166544231364,1.8677614011360445e-54,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,False
DNAJB1,2.843537909074996,7.259286775842064e-43,25.46055787183945,11.843636782090599,9.000098873015602,1.796331863525577e-39,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,False
DNAJB11,0.7171323526036986,2.8227218107406264e-25,13.692262796730436,10.013111643191925,9.295979290588226,1.27681116572501e-22,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,False
DNAJB4,1.4075656196180297,1.2388232614061808e-50,20.34801119815553,9.04960762312759,7.642042003509561,6.514197267196726e-47,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,False
DNAJC19,-0.4809277772834495,1.0658743491530661e-06,-5.585493411570904,7.989597767154111,8.47052554443756,2.2737391605386427e-05,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,False
DNAJC27,0.5149455638767177,3.067225494571406e-11,8.07679008237629,8.291186708732987,7.776241144856269,1.832797938638286e-09,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,False
DNMT3L,-0.48525563126844773,5.0329617934529946e-05,-4.503967774384814,7.195396843600203,7.68065247486865,0.000647268736671315,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,True
DPP4,-0.38622218255813223,0.0042564549567403005,-3.008524717156195,8.509666596489412,8.895888779047544,0.02660976914298852,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,True
DUSP1,2.42308458704521,8.756842446477785e-21,16.94131737232604,12.799582447689952,10.376497860644742,2.3463317910572036e-18,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,True
DUSP19,0.5652459462893038,0.0007880870028728579,3.5877815589577264,12.02504631125109,11.459800364961787,0.006609341297817486,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,False
DUSP23,1.0505969407780391,5.264312041432737e-19,11.218843243077886,11.255329042598621,10.204732101820582,1.12413103881701e-16,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,True
DUSP5,1.4859776341617952,3.838446613690263e-21,13.72608475970858,9.39633741773588,7.910359783574085,1.0715438218286457e-18,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,False
DUSP6,0.5870884598702357,1.2276853385093813e-09,6.966343518461703,9.589717509387281,9.002629049517045,5.5294474448687524e-08,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,False
DUSP9,-0.3943412569018028,3.1994955258249895e-05,-4.619598302852863,7.450848166666733,7.845189423568536,0.00043642405410142623,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,False
DUXAP3,0.48986202161771075,0.0002521308200558166,3.970732669777526,12.446265582319572,11.956403560701862,0.0025422699556748958,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,False
DYNLRB2,-0.4540279123867341,4.75080335405122e-10,-7.761890315220846,7.349472432956901,7.803500345343635,2.3050985547274814e-08,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,False
EAF2,-0.5133872024096213,0.00011977076554448223,-4.208963677485589,7.847029688694697,8.360416891104318,0.0013555514743240715,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,True
EBI2,0.4693387763130197,9.451634283599178e-20,10.863845826508335,7.414660492475357,6.945321716162337,2.2088994411564813e-17,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,False
ECGF1,1.0819864371137715,9.853954834022608e-26,13.631838670675386,9.49788603589557,8.415899598781799,4.555234263767352e-23,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,True
ECHDC3,-0.5014951824561713,3.47026157302072e-05,-4.599846706325707,9.736526937432458,10.23802211988863,0.0004680458274840097,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,True
ECHS1,-0.390261799109453,0.00868387599116654,-2.7379595188082497,11.255798599836583,11.646060398946036,0.04747915405775966,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,True
ECM2,-0.767664079648319,1.272198352002578e-12,-9.671665717434701,7.405383296524685,8.173047376173004,9.753509117426367e-11,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,True
EDN1,0.44551101916577895,9.879445186183841e-08,5.945980985672147,7.81523652416187,7.369725504996091,2.8207890425206915e-06,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,False
EFHD1,-0.4319502616512647,7.326781609657213e-08,-6.300392741459057,11.190391192688308,11.622341454339573,2.1614005748488777e-06,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,True
EFNA1,0.45984008842512125,3.143907263564031e-10,6.9068592923403225,8.350152205694155,7.890312117269033,1.5838891839083605e-08,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,False
EGF,-0.9554405186083255,4.424346800283134e-07,-5.769561876060728,8.53766023348354,9.493100752091866,1.0599031711133861e-05,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,True
EGR1,1.9189738211440517,1.1776720680366362e-11,9.345412001020522,11.745258116948596,9.826284295804545,7.598332957990364e-10,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,True
EGR2,1.1109387285636974,4.2852895363370505e-07,5.851675960628998,8.826128431398283,7.715189702834586,1.0277609744874041e-05,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,True
EHHADH,-0.6685176428011115,0.00030620615651107103,-3.9039016064761967,9.42641522395506,10.09493286675617,0.002993533438519922,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,True
EID2B,0.6510302883483678,0.0004390161423496676,3.790409263333771,12.190222788265595,11.539192499917228,0.004041158000048899,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,False
EIF2AK4,0.43466855051825526,0.0003399134537926813,3.8684336593431743,8.87294836010166,8.438279809583404,0.003261664977348705,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,False
EIF3L,-0.46407847833469873,5.748885730620166e-14,-9.989585524671405,10.572935222214348,11.037013700549046,5.459105553724572e-12,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,False
EIF4A1,0.41454088913850917,5.580906837889104e-13,8.393806795490848,11.47857845556628,11.064037566427771,4.523545432552619e-11,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,True
EIF4A3,0.439191685629611,9.187306504532526e-10,7.373973400984978,10.170245279590581,9.73105359396097,4.2470595903974694e-08,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,False
EIF4B,-0.4645129008132365,1.4031943995232263e-10,-7.935986752773085,10.595155138980592,11.059668039793829,7.462475196554179e-09,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,True
ELF3,1.6984810764670044,1.0032502444961711e-15,11.71420037699913,9.748224759819392,8.049743683352387,1.2635846717131866e-13,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,True
ELOVL1,0.6880993831442401,1.6381198714035552e-21,13.88044282692356,8.362186122126985,7.674086738982745,4.887289973782508e-19,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,False
EMP1,0.9008042900410178,2.926747517601334e-06,5.227677473306871,10.007014404412615,9.106210114371597,5.423765983389221e-05,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,True
ENPP6,-0.6856519712912252,0.00012607301271137285,-4.1779634964920795,8.458975736936583,9.144627708227809,0.001412387064109007,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,True
EPB41L3,-0.4269341844154866,0.0006457787538428911,-3.663170304495691,8.829695268602055,9.256629453017542,0.005602387056693936,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,True
EPHX2,-0.797341498067528,1.9259453702069622e-10,-7.916127609330966,9.862954986611747,10.660296484679275,9.990139102359587e-09,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,True
ERBB2,-0.3995116718836318,3.395196477862463e-07,-5.837749718527045,9.580863252923766,9.980374924807398,8.451226641079304e-06,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,True
ERBB3,-0.5010992301466128,1.740130517992987e-06,-5.409507206579509,8.710467592958347,9.21156682310496,3.4709374348227116e-05,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,True
ERN1,0.48555341842280253,8.165149221415705e-24,12.65506603187944,7.7492826885719905,7.263729270149188,3.1681074606283816e-21,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,False
ESPN,-0.43000998140909985,0.00029747405757620844,-3.904534491441078,7.713217153775025,8.143227135184125,0.0029215947631626876,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,True
ETFB,-0.4643800261231874,1.5818631714509747e-06,-5.421758929953269,9.83897912767821,10.303359153801397,3.193101633081965e-05,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,False
ETS2,0.697589508122034,2.811360782403969e-15,9.949212052571742,8.8785970758839,8.181007567761865,3.294304012072083e-13,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,False
FAM10A4,-0.5244672245963482,5.066097104141053e-12,-8.826509428928572,9.585846378625202,10.11031360322155,3.459667319478923e-10,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,True
FAM10A7,-0.4276156012617278,1.2289760989002662e-07,-6.266817262679903,8.35129185095856,8.778907452220288,3.401272207397204e-06,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,True
FAM119A,0.49755491559918497,0.001955311089015157,3.2836062237302874,12.29942331814969,11.801868402550506,0.014043720604678268,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,False
FAM134A,-0.4663368356894244,7.244019409086812e-07,-5.786247099608554,7.284649318290652,7.750986153980077,1.6304663696204117e-05,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,True
FAM149A,-0.5795714669480265,1.3348981951048877e-17,-11.89422341337673,8.16724480013656,8.746816267084586,2.1935610302139575e-15,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,True
FAM175A,0.49639500613850096,0.005061874010747388,2.942374756289857,11.346140517064045,10.849745510925544,0.030775813558333632,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,False
FAM20A,0.6167742519527808,7.939864594878415e-19,11.159031479216795,7.700994483323359,7.084220231370578,1.661722805536071e-16,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,True
FAM46A,0.5084196056434571,8.48104338278183e-16,9.804034581253458,8.759858234759246,8.251438629115789,1.0877196706813513e-13,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,False
FAM46B,0.5148743038491697,8.143673050032334e-05,4.283311958371632,7.931110627721242,7.416236323872073,0.0009771246269130354,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,False
FAM53C,0.46418013939088976,4.448402212424657e-09,6.817066972241109,8.443250337995302,7.979070198604412,1.7455712350634202e-07,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,False
FAM65C,-0.39463399028172663,2.3239241147794335e-05,-4.73524605422581,7.179975643403129,7.574609633684855,0.00033105491275457646,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,False
FAM69B,-0.44058274362443317,1.0314946208269216e-07,-6.232491100665411,7.527682978308946,7.9682657219333795,2.9223686643726555e-06,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,True
FAM73A,0.5701327892579631,0.0008387046706312098,3.5697731115930877,10.216180459018856,9.646047669760893,0.00696442743376295,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,False
FBLN1,-0.49308408957515404,0.00015868224584042104,-4.059994794484305,8.779559220807016,9.27264331038217,0.0017284531423534416,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,False
FBLN5,-0.5612568889160627,4.36602018384785e-12,-8.314173819432819,8.989870964363176,9.551127853279239,3.010907722523402e-10,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,False
FBP1,-1.0780670367685783,1.009053726526061e-06,-5.602995547150192,10.195738441925517,11.273805478694095,2.16791946444187e-05,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,True
FBXO15,-0.39791716461926274,4.568753651981087e-15,-10.84696342625383,7.211739986977572,7.609657151596835,5.111536166965117e-13,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,False
FBXO21,-0.7149952286298955,3.5804803418432945e-10,-8.069996916157095,9.88016344369225,10.595158672322146,1.7803790371196437e-08,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,True
FCAR,0.48929167338650714,0.0016422111364848928,3.3422921538674246,9.795258340061258,9.30596666667475,0.012121932949378836,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,False
FCER1G,0.4670414510856844,1.848537063595767e-09,6.91834115391168,7.675326605103738,7.2082851540180535,7.943044806361914e-08,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,True
FCGRT,-0.608337064028964,6.078998042550941e-08,-6.4549447525633346,9.869132994599775,10.47747005862874,1.8318424832091005e-06,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,True
FCN3,0.7580119183799514,4.153818658731224e-15,9.362975036089978,7.843061231155367,7.085049312775416,4.697276599915226e-13,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,True
FECH,-0.4087772695968255,1.918739666059685e-05,-4.709200965042985,8.229665189644171,8.638442459240997,0.00028133712628836794,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,False
FGA,1.7990649908869862,5.139708584527115e-15,9.416148364920613,9.08220167088985,7.283136680002864,5.704805304097682e-13,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,True
FGB,1.5747907020982295,3.384180851491589e-08,6.299875568457512,9.300241198657844,7.725450496559614,1.0934127179700205e-06,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,True
FGFR3,-0.8217962277356321,1.8391892179714084e-09,-7.40654440232748,9.148436388808703,9.970232616544335,7.910958367321395e-08,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,True
FGG,1.295901601760316,5.4107896521196376e-14,8.413906228008457,8.024404632798467,6.728503031038151,5.161353476093352e-12,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,True
FKBP4,0.38384803523050515,1.090182922717569e-15,8.978044349234663,8.428448642970846,8.04460060774034,1.3608523741827884e-13,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,False
FKSG30,0.48736816057880716,0.008239712342212694,2.761039101274785,11.430116648536197,10.94274848795739,0.0455516538924774,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,False
FLJ10916,-0.444450469695866,0.004514131886511367,-2.979572901250211,8.987939385931027,9.432389855626893,0.027967008257713356,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,True
FLJ10986,-0.40855282941332405,2.846035044682664e-07,-5.954295751933727,8.648552347345142,9.057105176758466,7.218141972399773e-06,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,False
FLJ25363,0.4316202852110802,0.00010424601590791935,4.2270669086368,8.911108375059916,8.479488089848836,0.0012047574591204514,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,False
FLJ35390,0.4338768724330624,0.0006523040186600583,3.6634622428647114,10.83660088979363,10.402724017360567,0.0056508387876797106,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,False
FLJ36131,0.5895961915606911,0.0015261965708007268,3.3677758945988763,11.211814241320935,10.622218049760244,0.011417839435154575,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,False
FLJ40504,0.9380662827850035,8.932451857082567e-14,9.537880569692902,9.9754716341851,9.037405351400096,8.276683970746528e-12,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,True
FLJ44124,0.5382931442560057,0.0008329557029762403,3.5812322308836886,11.693814260587956,11.15552111633195,0.006931740367379129,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,False
FLOT1,0.41516554664860195,1.9139438091110035e-11,8.270648232750174,9.596309930603413,9.18114438395481,1.1910336422762216e-09,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,True
FLOT2,0.4761193230846228,5.263635660104637e-13,8.726656371799931,10.40934444282227,9.933225119737648,4.282889000263477e-11,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,True
FMO1,-1.0729689488227638,2.1173646748989235e-05,-4.722932032937779,9.028142595890998,10.101111544713762,0.0003068245944849225,IRI_vs_Control (T3_deceased vs T1_living),GSE43974,True
