gene_symbol,log2FoldChange
C2orf64,-0.36984806623685884
C2orf65,-0.003897508330909183
C2orf67,0.03427691586625947
C2orf68,-0.1664949311387618
C2orf69,0.5500080701918737
C2orf7,-0.0642519684899856
C2orf70,0.014269709872663405
C2orf71,-0.04356735414282742
C2orf73,-0.009273660623795976
C2orf76,-0.004974022497284736
C2orf77,0.20395137365332427
C2orf78,0.002448437978281426
C2orf79,-0.10548378261119051
C2orf80,0.00042650432766588864
C2orf82,-0.005294725121999022
C2orf86,-0.013286566471736982
C2orf88,0.016218469294339677
C2orf89,0.07856073446379419
C2orf90,-0.025246307064993978
C3,0.4297886939370281
C3AR1,0.07240978910022555
C3orf1,-0.041735340273888255
C3orf10,-0.2638855884940625
C3orf14,0.03633544506705633
C3orf15,-0.1405132284831856
C3orf16,-0.0003347639749495812
C3orf17,-0.08857573842744593
C3orf18,-0.0939032220778735
C3orf19,0.06186846855268868
C3orf21,-0.013765211696202151
C3orf22,-0.04269493199481822
C3orf23,-0.21183814873957285
C3orf24,0.01355055859869303
C3orf25,0.016367747658307508
C3orf26,-0.04507612389544047
C3orf27,-0.015576563622620831
C3orf30,-0.02297973280835741
C3orf31,0.15352914769909365
C3orf32,-0.0441880596083255
C3orf33,-0.034257655946837495
C3orf34,0.5535494854668492
C3orf35,0.03176338080989449
C3orf36,0.010574492263824453
C3orf37,-0.028817363051111933
C3orf38,0.07371942796146502
C3orf39,-0.22377413758141618
C3orf41,-0.044454991311544845
C3orf42,-0.020204685320050153
C3orf43,0.020281683574136622
C3orf45,-0.008240716265262016
C3orf46,-0.14316836325493476
C3orf48,0.0030730162741239297
C3orf50,0.06482654082355221
C3orf52,0.0818113051921765
C3orf54,-0.09678466577856515
C3orf55,0.013627263743931195
C3orf56,4.4249739659107945e-05
C3orf57,-0.0329968217158676
C3orf58,0.09368526756607487
C3orf59,-0.04961083444939174
C3orf60,-0.04384559684206213
C3orf62,-0.010223766900429254
C3orf63,-0.06038662413382223
C3orf64,0.08905974118499138
C3orf65,-0.05327605644429845
C3orf70,-0.04460252716876134
C3orf71,-0.04235152708896628
C3orf72,-0.02958964451272994
C3orf74,0.03873919458672059
C3orf75,-0.16491139137911404
C4A,0.11100184226005005
C4B,0.3581999939321623
C4BPA,-0.0005349620593619875
C4BPB,0.014806721590100658
C4orf10,0.011384087162300993
C4orf11,-0.024524341339021483
C4orf12,0.015000165425563594
C4orf14,-0.18018733603099335
C4orf16,0.015137990510721622
C4orf18,0.016803554010865085
C4orf19,0.18010952762501375
C4orf22,-0.003974622251613269
C4orf23,0.013481900316933526
C4orf26,-0.0004113690763292155
C4orf27,-0.07768320277168694
C4orf28,-0.012529521044539749
C4orf29,0.07182667939415666
C4orf3,0.008034350913621147
C4orf31,-0.3947319479821729
C4orf32,0.023504632733786224
C4orf33,-0.0608176597180794
C4orf34,0.1429187748366143
C4orf35,-0.024143168334325615
C4orf36,-0.03692293520254797
C4orf37,0.006372160962055062
C4orf38,-0.05505994482662402
C4orf39,-0.034489889710926036
C4orf40,0.005942490436023462
C4orf41,-0.1315133105854258
C4orf42,-0.024407153443684493
C4orf43,-0.010192577848320283
C4orf46,-0.034964061019188364
C4orf47,0.034819715278805674
C4orf48,-0.02088327724917427
C4orf49,-0.07728139897708441
C4orf50,-0.03149028688538813
C4orf51,-0.017910324717618664
C5,-0.3457896117134469
C5AR1,0.27870711768146794
C5orf13,-0.9981783244821827
C5orf15,0.041330642501918646
C5orf20,-0.011872148611026923
C5orf21,-0.2749535689286109
C5orf22,-0.015178564465743172
C5orf23,-1.1138664876921105
C5orf24,-0.21756876320452623
C5orf25,-0.05943467536528857
C5orf27,0.014989091895058593
C5orf28,0.5429113627306705
C5orf30,-0.0496220080498917
C5orf32,-0.1333698237419938
C5orf33,-0.04358359298051617
C5orf34,0.008457930203457309
C5orf35,-0.11674219232885186
C5orf36,-0.03686582962813478
C5orf37,0.038054748644839265
C5orf39,-0.03140423745951093
C5orf4,-0.4654052573491825
C5orf40,-0.02607189749736971
C5orf41,-0.057857603640757205
C5orf42,-0.04241225629187273
C5orf43,-0.006202006125983317
C5orf44,-0.09490744755548874
C5orf45,-0.02516432122814294
C5orf46,-0.0330248820614365
C5orf49,-0.022438441779693008
C5orf5,-0.08258701973111116
C5orf51,0.09581069465048309
C5orf53,-0.36689468398994407
C5orf54,-0.0945677848298212
C5orf56,-0.02577361192057115
C5orf62,-0.019163277259527156
C6,0.673427133014914
C6orf1,0.07069188429307438
C6orf100,-0.0013218694648031715
C6orf103,-0.03109756791759377
C6orf105,-0.07370413919432117
C6orf106,0.06458915170040935
C6orf107,0.006306153426718808
C6orf108,-0.4999017566392485
C6orf111,0.10107612308111769
C6orf115,0.45083098529177335
C6orf117,-0.10931813307566163
C6orf118,-0.011605037363954018
C6orf12,-0.02720866104651698
C6orf120,-0.12530960692276505
C6orf122,-0.012333990790946991
C6orf123,0.010779987312389494
C6orf124,-0.17768248113557572
C6orf125,0.15238859679586625
C6orf126,-0.016479486913621777
C6orf129,0.05301650609141895
C6orf130,-0.17360837012475194
C6orf132,0.019833758896821152
C6orf134,0.022456319017780224
C6orf136,0.2592757801493253
C6orf138,0.00537637567331295
C6orf140,-0.00945170814703733
C6orf141,0.0010659601930349538
C6orf145,0.08087466133718912
C6orf148,-0.0004935318602914407
C6orf15,0.010721823420237975
C6orf150,0.11188022059894465
C6orf153,0.15188866643621068
C6orf154,0.014159532156392096
C6orf155,-0.14458547479661377
C6orf160,-0.06103289449141869
C6orf162,-0.03121033394805295
C6orf163,-0.0288730880339072
C6orf165,-0.035900124549937296
C6orf167,0.026355844601273937
C6orf168,-0.020702637489559805
C6orf170,0.3486414975335155
C6orf173,-0.028882283447690504
C6orf176,-0.04710616839274362
C6orf182,0.009103805206287063
C6orf184,-0.1376292254895235
C6orf185,-0.04445305386490084
C6orf186,-0.013384925198029585
C6orf188,0.012841325194699493
C6orf191,-0.02132011308457482
C6orf192,-0.06113304946097742
C6orf199,-0.003233078554016444
C6orf203,-0.11942837562663122
C6orf204,0.0008862444143726833
C6orf205,0.015522568147560811
C6orf208,-0.009750397598774718
C6orf211,-0.15669482192167994
C6orf218,0.02317829315957809
C6orf221,-0.0033304105903537717
C6orf222,-0.016785584286702182
C6orf223,0.034831684281916964
C6orf224,-0.06471552280928083
C6orf225,-0.0425722594085558
C6orf25,-0.07066172365234813
C6orf26,-0.020184966771327417
C6orf27,0.04292394857209825
C6orf35,0.009452680311980544
C6orf47,0.057146614749735036
C6orf48,-0.20921896930064143
C6orf52,-0.06847194278720625
C6orf54,-0.03530081737092594
C6orf57,-0.04117793129187053
C6orf58,-0.02312978987217118
C6orf59,-0.005203409511143953
C6orf61,0.06135528973604121
C6orf62,0.030777906606145322
C6orf64,-0.05069005857855302
C6orf66,0.13020004335166746
C6orf68,-0.0020599985441949187
C6orf70,-0.15438594412191176
C6orf72,-0.23197780165708615
C6orf78,-0.010349940502578647
C6orf79,0.013139026670020648
C6orf81,0.05931073283801869
C6orf85,-0.31727292213535296
C6orf89,0.14460369108193216
C6orf94,0.01570853428133301
C6orf97,-0.033542355868926954
C7,0.09199199556844206
C7orf10,-0.6587806154137095
C7orf11,-0.12344388739274059
C7orf13,-0.0034608019409727575
C7orf20,0.1325571431828898
C7orf23,-0.02788676696450132
C7orf25,-0.12247380186401813
C7orf26,-0.02348560605968686
C7orf27,-0.1764108642602782
C7orf28A,0.04706219170945758
C7orf28B,0.12430348368114252
C7orf29,0.014030654074267623
C7orf30,-0.039410668601480126
C7orf31,-0.017315071626807566
C7orf34,0.02289193659897304
C7orf36,-0.12101875955957375
C7orf38,0.029600715705582203
C7orf4,-0.009096832606824812
C7orf40,0.4330497071018007
C7orf41,-0.4399739651815313
C7orf42,-0.06968764866476551
C7orf43,0.11114544498142376
C7orf44,-0.04651784410212301
C7orf46,-0.010052697710948522
C7orf47,0.04714112198000642
C7orf49,0.0022377393978834093
C7orf50,-0.3405370116851749
C7orf51,-0.0021710989524033053
C7orf53,0.2440329361801119
C7orf54,0.23092722416065037
C7orf55,-0.29130784035062973
C7orf57,0.012467533073150072
C7orf58,-0.014225652983569148
C7orf59,-0.20186461492185437
C7orf61,-0.02717332269343853
C7orf63,0.04658065282340029
C7orf64,-0.010351392577636176
C7orf65,0.02371306507919524
C7orf68,0.6191709102271314
C7orf70,-0.14231825737160264
C8A,0.19266277838732915
C8B,-0.013722963011767675
C8G,0.15914467999129478
C8ORFK29,-0.034055387738597176
C8ORFK36,-0.017286938137787367
C8orf12,-0.010747605430758256
C8orf13,0.004520146879278819
C8orf15,-0.002671124459368457
C8orf16,0.05088196624974195
C8orf17,-0.005200233152930167
C8orf22,-0.025194332972422906
C8orf30A,0.01385075488021581
C8orf30B,0.005377908292579114
C8orf31,0.0039039150917279386
C8orf33,-0.12706181284491613
C8orf37,0.4923283916590684
C8orf38,-0.06413411360405963
C8orf4,1.4022251754006678
C8orf40,-0.6082419977849529
C8orf41,0.008560764815976007
C8orf42,-0.013751609996867309
C8orf44,-0.051943604542158184
C8orf45,0.4606844711025566
C8orf46,-0.04357882591128259
C8orf47,0.025135968861315305
C8orf48,-0.03411142442572146
C8orf49,-0.017919826829635
C8orf51,0.0010667201240490698
C8orf54,0.011746404010244405
C8orf55,-0.5095738227753959
C8orf58,-0.028305967973301094
C8orf59,-0.08806142036982045
C8orf62,0.007649418336000302
C8orf71,0.021151744645966808
C8orf73,-0.01671005627255795
C8orf74,-0.014483883996413205
C8orf76,0.012121873297308738
C8orf77,-0.05028406238978533
C8orf78,-0.020828402066840113
C8orf79,-0.018373263754248192
C8orf80,-4.286642517925543e-05
C8orf81,0.0001226528439906005
C8orf83,-0.15077430265411618
C8orf86,-0.010819742066614957
C9,0.14782073948005792
C9orf100,-0.023532037396440053
C9orf102,0.05373085364567309
C9orf103,-0.9878905350886136
C9orf106,0.02406007436464197
C9orf109,-0.027520623465020932
C9orf10OS,-0.1407844793267632
C9orf110,0.011104076518886785
C9orf114,0.0497232697986707
C9orf116,-0.05561539853817088
C9orf117,0.005668773995590293
C9orf119,-0.21335046776707323
C9orf122,0.007952330668440588
C9orf123,-0.40528348034811934
C9orf125,-0.02867247342193835
C9orf127,-0.09505570512192385
C9orf129,-0.01933846256105287
C9orf130,0.21154310016126843
C9orf131,0.024503736029366507
C9orf135,-0.12886638433716247
C9orf14,0.021245043848340472
C9orf140,0.03240650777199239
C9orf142,-0.022794002097318966
C9orf144,0.009578730969474591
C9orf144B,0.017133038002048018
C9orf150,-0.05457665380037646
C9orf152,0.027785038125433204
C9orf156,0.1021347182833372
C9orf16,-0.09056676061209856
C9orf164,-0.030617429545205077
C9orf167,-0.016677809223152984
C9orf169,-0.05986727804149883
C9orf171,-0.026429840080953504
C9orf172,-0.0015382307318532185
C9orf173,-0.0014220290646074218
C9orf21,0.2067159348212897
C9orf23,-0.1370300080155964
C9orf24,-0.19394422685354673
C9orf25,-0.0036250926536220973
C9orf27,0.016446087628844808
C9orf29,0.007653809502843778
C9orf3,-0.09220276453251053
C9orf30,0.04520126764833865
C9orf31,-0.004623715247183746
C9orf36,-0.026904166821562825
C9orf37,-0.041169223335101535
C9orf38,-0.005863956168746576
C9orf40,-0.04681834799007589
C9orf41,-0.02553041736825712
C9orf43,-0.040326517401267914
C9orf45,-0.11041114212400682
C9orf46,-0.0005253539587712908
C9orf47,0.049733186251960326
C9orf5,-0.3667904842905223
C9orf50,-0.011515663034514567
C9orf53,-0.03038345043079982
C9orf57,-0.034530910911375834
C9orf58,-0.10401807134574526
C9orf6,0.04378407212402724
C9orf61,0.12614754425618724
C9orf62,-0.05816007085431352
C9orf64,-0.2061139003435919
C9orf66,-1.020111269214759
C9orf68,-0.03256221748654742
C9orf69,-0.058679963364296484
C9orf7,0.061279961948011774
C9orf70,-0.017260561874106628
C9orf71,0.5307328571433274
C9orf72,0.10121803393798423
C9orf75,0.2753505286015061
C9orf78,-0.1499878396135763
C9orf80,0.13285717332829705
C9orf82,0.011605162187254159
C9orf84,0.03022124114661562
C9orf85,0.05209813176691114
C9orf86,-0.07457283515121027
C9orf89,0.16221295652821777
C9orf9,-0.11653567913309715
C9orf90,0.1158050257261225
C9orf91,0.03462513475952633
C9orf93,-0.013485390731758251
C9orf95,-0.27750613841798355
C9orf96,-0.05044237328415502
C9orf98,-0.07830627683642
CA10,-0.20447160542603537
CA11,-0.08603395117704604
CA12,-0.19509320874986535
CA13,0.14292866392096126
CA2,-0.16492821494071208
CA3,-0.03491330341185428
CA4,-0.5257513352261061
CA5B,0.08326103819322395
CA5BP,0.04788265198986785
CA8,-0.1571838522818929
CAB39,-0.19909870873251556
CAB39L,-0.0390721390699742
CABC1,-0.4580107525651975
CABIN1,0.07510536186216488
CABLES1,0.040715569858929435
CABLES2,-0.04160339156892068
CABP1,0.04943723249316534
CABP2,-0.025324664129657393
CABP4,-0.013509827486964276
CABP5,-0.013379590353542525
CABP7,-0.016982337021772764
CABYR,0.0015302222029518475
CACHD1,-0.100986681880749
CACNA1A,-0.040145308296519744
CACNA1B,0.020515243480783596
CACNA1C,-0.04277766668228544
CACNA1D,-0.03135105585034026
CACNA1E,0.09168301858165329
CACNA1G,0.014787249796257562
CACNA1H,-0.4035694993500014
CACNA1I,0.0038330811721918323
CACNA1S,-0.017732078524099748
CACNA2D1,0.005999161246074358
CACNA2D2,0.06854218332762319
CACNA2D3,0.028203591058582944
CACNA2D4,-0.08455538959800712
CACNB1,0.03485171846067825
CACNB2,-0.09085836516881951
CACNB3,0.04325045417720741
CACNB4,0.030849948519385606
CACNG1,-0.02529820974578989
CACNG4,0.010236192195072213
CACNG6,0.03282026117184955
CACNG8,-0.01309175421465092
CACYBP,0.3963167444810711
CAD,0.011968849596102338
CADM1,-0.30759034814845165
CADM2,0.02602404202311348
CADM3,-0.015211133651111375
CADM4,0.12938050759422737
CADPS,0.016025539376200548
CADPS2,-0.1526071480988751
CAGE1,-0.009422626101274645
CALB1,-0.24823379607047968
CALB2,-0.035067503896421215
CALCA,0.539527033071673
CALCB,0.011658579052280515
CALCOCO1,-0.2250355212856432
CALCOCO2,-0.0708367942778576
CALCR,0.02837611762940906
CALCRL,0.0757414342066891
CALD1,0.35650608030985254
CALHM1,-0.02933238400938709
CALHM2,-0.0007151454959561931
CALM1,-0.37142682428865825
CALM2,-0.04812990826042274
CALM3,-0.026600231099235927
CALML3,-0.5824821887668641
CALML4,-0.29379314616585894
CALML5,-0.05597030623398247
CALML6,-0.0007187392301242213
CALN1,0.03540541856875823
CALR,0.1852309957501017
CALU,0.14940858255020562
CAMK1,0.17524552421967243
CAMK1D,-0.043890150893336255
CAMK1G,-0.045094464749138474
CAMK2A,-0.06612074352244957
CAMK2B,-0.06011467053522779
CAMK2D,0.03994385613229401
CAMK2G,-0.30416271868012945
CAMK2N1,-0.14992381850660585
CAMK4,-0.004564502916820423
CAMKK1,0.025037084238643814
CAMKK2,-0.03564161639728258
CAMLG,0.006810870502985011
CAMP,-0.009858940620095069
CAMSAP1,0.010555215065342516
CAMSAP1L1,0.007063136469136921
CAMTA1,0.09915278149856821
CAMTA2,0.026095844072409058
CAND1,-0.07431583977519374
CAND2,-0.049042618157331574
CANT1,-0.019453685942337096
CANX,0.17230194107341834
CAP1,0.1395271191964973
CAP2,0.18205280627367593
CAPG,-0.027796857355389726
CAPN1,0.19200832101132903
CAPN10,-0.04597551906986297
CAPN11,-0.02658529251130126
CAPN12,0.1914738627610184
CAPN13,-0.06329598688319305
CAPN14,0.031332111797289564
CAPN2,0.05357727460144179
CAPN3,0.19037318499576728
CAPN5,-0.13425801845671614
CAPN6,-0.08804744641190876
CAPN7,-0.034444760940887775
CAPN8,-0.01908203671842479
CAPN9,0.009876674809845554
CAPNS1,0.19429956083689426
CAPNS2,0.008007265581376544
CAPRIN1,-0.05990392554248647
CAPRIN2,0.05262486932712651
CAPS,-0.12552360361465897
CAPS2,-0.14336284856425685
CAPSL,-0.027252349879057114
CAPZA1,0.10915471323716286
CAPZA2,0.18361969068013728
CAPZA3,-0.015546693406686352
CAPZB,0.13729403541134033
CARD10,0.14087481651345257
CARD11,-0.04746448176370155
CARD14,-0.07208881685403412
CARD16,0.016634931295308242
CARD17,-0.0334365999608659
CARD6,-0.014550666751875774
CARD8,0.0467662927221042
CARD9,0.016783672350944023
CARHSP1,0.5812259417308088
CARKD,-0.05140166613240815
CARM1,0.13796380278601283
CARS,0.30391440792939495
CARS2,-0.09797754501804068
CART1,-0.07434580893901899
CASC1,-0.11065088043818072
CASC2,-0.01069537684913957
CASC3,-0.027480154256558365
CASC4,-0.15727882149749028
CASC5,-0.0758221225622071
CASD1,0.00466401419007223
CASK,-0.02406301783202025
CASKIN1,0.025477403987224534
CASKIN2,0.03764203897062224
CASP1,0.14835033972746903
CASP10,0.006500867713744363
CASP12,0.003612033821257299
CASP14,-0.0205670193794516
CASP2,0.05158236563276475
CASP3,0.32579447231104997
CASP4,0.5702326709635033
CASP6,0.04688166842549979
CASP7,0.08408757666467892
CASP8,0.025745771667492257
CASP9,-0.06653462680540212
CASQ1,-0.0023000404977375766
CASQ2,0.0016851527897294716
CASR,-0.444982572659975
CASRL1,-0.04686942181563314
CAST,0.14007555450056142
CASZ1,0.381096803777937
CAT,-0.6684079324071348
CATSPER2,0.6287888890552384
CATSPER2P1,-0.05108944576230279
CATSPER3,0.03308085295224661
CATSPER4,-0.006633111661199287
CAV1,-0.3204011165599585
CAV2,-0.1362614167395222
CAV3,-0.019885011745999215
CBARA1,-0.5661590398189524
CBFA2T2,0.004570757292147398
CBFA2T3,0.017318807870913666
CBFB,-0.024762486135208484
CBL,0.06867135726209028
CBLB,0.12378781737258215
CBLC,-0.03752914631939852
CBLL1,0.12601630724722934
CBLN1,-0.0023432466521429163
CBLN2,-0.05268056585874703
CBLN3,0.028533748718404972
CBLN4,-0.04788518828869304
CBR1,-0.09408208741696011
CBR3,-0.03695882135366091
CBR4,-0.4712082921977725
CBS,0.029647094236451288
CBWD1,-0.03966502595581378
CBWD3,-0.015189819317897424
CBWD5,-0.12164150477220126
CBWD6,-0.005140664545389306
CBWD7,-0.036521072361592744
CBX1,-0.0361153609920315
CBX2,-0.12601799046445183
CBX3,0.16479480937296742
CBX4,0.37324062967642924
CBX5,0.20944092463732478
CBX6,0.08831298029982015
CBX7,-0.5068099050057917
CBX8,0.057749290828010835
CBY1,-0.0870869316897469
CBY3,-0.026051757600352055
CC2D1A,0.06160093042794035
CC2D1B,0.033703599198777745
CC2D2A,-0.26911754631955187
CCAR1,0.07819956582020016
CCBE1,0.6040710765435477
CCBL1,-0.17042721209946254
CCBL2,0.08642309812812599
CCBP2,-0.0636506054828434
CCDC101,-0.03968128238335211
CCDC102A,-0.0431744760877546
CCDC103,-0.027145504531427278
CCDC104,-0.13204059247616406
CCDC106,-0.10650513122447514
CCDC107,-0.0508350838378977
CCDC108,0.008631821915422222
CCDC109A,0.1556310453651255
CCDC109B,0.1820805017379774
CCDC110,0.0282007752709994
CCDC111,-0.028056671296849522
CCDC112,0.010230274265628836
CCDC113,-0.028795069439943255
CCDC115,-0.2960336186835075
CCDC116,0.0031335077245691068
CCDC117,0.453137699699786
CCDC12,0.03573282853317217
CCDC120,0.20385773408450802
CCDC121,-0.04306695091369939
CCDC122,-0.007384028576847612
CCDC123,-0.0033709310127783
CCDC124,0.012134699026930207
CCDC125,0.30010203152591153
CCDC126,-0.016658828572193585
CCDC127,-0.016163118278945454
CCDC128,-0.259263945063962
CCDC13,-0.003590651468535988
CCDC130,0.28313890813486076
CCDC132,0.07982679715472596
CCDC134,0.001596713482794776
CCDC135,0.014654055655169529
CCDC136,-0.05264452644411666
CCDC137,0.056574690715890164
CCDC138,-0.0036583376176810845
CCDC14,-0.1461061027555548
CCDC140,-0.0005752575581778885
CCDC144A,0.030886001290389764
CCDC144B,0.006473111420480571
CCDC144C,-0.019405432257532773
CCDC144NL,0.030319200426962567
CCDC146,-0.1419060364924407
CCDC147,-0.036287941207658214
CCDC148,-0.10203648068195825
CCDC149,0.0011323554424089721
CCDC15,-0.03744693777820984
CCDC150,-0.08083311917881275
CCDC151,0.05251507559030255
CCDC152,0.0023652270681839838
CCDC155,-0.0039378724427914236
CCDC16,0.059556232496548844
CCDC18,-0.03886679962523676
CCDC19,0.014039549029282838
CCDC21,0.06183364809180514
CCDC22,0.007429581598326074
CCDC23,0.03858255666454369
CCDC24,-0.10290185196613333
CCDC25,-0.21509243316675786
CCDC26,0.032505391719841015
CCDC27,0.0029931292220837236
CCDC28A,-0.37401962273725964
CCDC28B,-0.038536483339238536
CCDC29,-0.002210951288135199
CCDC3,-0.1623093079366278
CCDC33,-0.026212640246584762
CCDC34,-0.15663440857774447
CCDC35,-0.01633568111142747
CCDC36,-0.010609405722115994
CCDC38,-0.014277133539644105
CCDC4,0.005626507246270229
CCDC40,0.018682624484149812
CCDC41,0.014704786187009766
CCDC42,0.005005241900603252
CCDC43,-0.011996322666583126
CCDC45,0.17177886345985272
CCDC46,0.07762546748284205
CCDC47,0.017439137985286735
CCDC48,-0.0284985938892639
CCDC49,0.10153698178310311
CCDC5,-0.025632840316295535
CCDC50,0.2230287049707247
CCDC51,0.06434991671869117
CCDC52,0.01396286479481379
CCDC53,-0.043485196718696884
CCDC54,-0.005694441811014528
CCDC55,0.08043766033682953
CCDC56,-0.027657823666348946
CCDC57,-0.023297371929195343
CCDC58,-0.015398983847270564
CCDC59,0.22908597334306968
CCDC6,-0.12481283624533468
CCDC60,0.009284236152378611
CCDC61,0.010947953097545593
CCDC62,0.007856381324905293
CCDC64,-0.00494499247595126
CCDC64B,0.009107776907891996
CCDC65,-0.04751373990462593
CCDC66,0.02096771864490954
CCDC68,-0.005913248784342073
CCDC69,0.014960202516397736
CCDC7,-0.02537635736164301
CCDC71,-0.056529604193731764
CCDC72,-0.11689035548451798
CCDC73,0.004499296486682347
CCDC74A,-0.10554885002422676
CCDC74B,-0.21055157362781518
CCDC75,0.03214904802866769
CCDC76,-0.003655222426793614
CCDC77,0.041494115571754975
CCDC78,0.02499765565343459
CCDC8,-0.016291924773471855
CCDC80,0.013236192869027441
CCDC82,-0.0030994529894963208
CCDC84,0.09394428166462099
CCDC85A,-0.05255585933570295
CCDC85B,-0.004612773425362704
CCDC86,0.0026107651432845103
CCDC87,-0.014002319425589604
CCDC88A,0.008185629700888875
CCDC88B,0.043529933483127614
CCDC88C,0.029064557112999267
CCDC89,-0.027353353334554242
CCDC9,0.04086596930372721
CCDC90A,-0.11359454053646623
CCDC90B,0.12490060763112787
CCDC91,0.06655718404037447
CCDC92,-0.13623124721025803
CCDC93,0.036656046966419
CCDC94,0.027426059806245462
CCDC96,0.09051679295332704
CCDC97,-0.16829834701302637
CCDC99,-0.01109044552955396
CCHCR1,-0.054717446364734634
CCIN,-0.005628501874997305
CCK,0.03107710068618541
CCKAR,-0.0032603464177238806
CCKBR,-0.011387414160744846
CCL1,0.007892207032579535
CCL11,0.02440835563903132
CCL13,0.07294488613492423
CCL14,-0.16258399343725394
CCL15,-0.13578996520455533
CCL16,-0.011814822746115894
CCL18,0.02944678872747808
CCL19,0.2438554789862808
CCL2,1.5578413483714435
CCL20,0.6107027035750514
CCL21,0.2638952483625365
CCL23,0.12327827180659501
CCL24,0.006997497017218635
CCL25,-0.01583592744423079
CCL26,0.002923042852913227
CCL27,-0.03250722147129359
CCL28,-0.08533411347539754
CCL3,0.7680513700952165
CCL3L1,0.45050024653849174
CCL3L3,1.0373046815543079
CCL4,0.008614989488090252
CCL4L1,0.37536287261742807
CCL4L2,0.5780857363507215
CCL5,-0.027262932300066822
CCL8,0.533531187542966
CCM2,0.14635567676666028
CCNA2,0.024824044571046144
CCNB1,-0.01841947904215946
CCNB1IP1,-0.23473604796479108
CCNB2,0.02528892468334476
CCNB3,-0.006782571010863769
CCNC,-0.07650041511865524
CCND1,-0.7653510087117592
CCND2,-0.06282834340377086
CCND3,-0.018909295892530764
CCNDBP1,-0.08032887429263358
CCNE1,-0.15021593891356932
CCNF,-0.004139590768513557
CCNG1,-0.4288654601517834
CCNG2,-0.27865973401271216
CCNH,0.055729939343022394
CCNI,-0.12208664567908123
CCNI2,-0.0016892211524108802
CCNJ,0.050472875490040536
CCNJL,-0.01582564752686988
CCNK,0.18788597438842736
CCNL1,1.142313592824836
CCNL2,0.05707097893434998
CCNO,0.05947014903430947
CCNT1,0.04481651908719719
CCNT2,0.18174586180184615
CCNY,-0.16881329764276032
CCNYL1,0.1143665440739774
CCNYL2,0.012502719063536283
CCNYL3,0.010288688886053166
CCPG1,-0.22329473426233548
CCR1,0.037900826919861075
CCR10,0.015852817250597617
CCR2,-0.2428723915092572
CCR3,0.0073284912446967
CCR4,0.027276520913914304
CCR5,-0.02203315451927601
CCR6,0.12701071039416156
CCR7,0.018191799780156614
CCR8,-0.013615005807769087
CCR9,0.013612436465331612
CCRK,0.09459892499033984
CCRL1,0.04286599691881143
CCRL2,0.02904477905411529
CCRN4L,0.5325674356383798
CCS,-0.18050497151970202
CCT2,0.14451459157791646
CCT3,-0.06934953192654625
CCT4,0.03222700039341042
CCT5,0.029146818576863964
CCT6A,0.33885266540908
CCT6B,-0.248731602166969
CCT6P1,0.3506332953882172
CCT7,0.11850224975342627
CCT8,0.07325635579717016
CCT8L2,-0.003780129438763602
CD109,-0.01778996307730285
CD14,0.19420291864699912
CD151,0.20666502193970793
CD163,0.7476063500316368
CD163L1,0.006396043368402715
CD164,-0.35773685673735756
CD164L2,0.007536993915173262
CD177,0.017912144789078432
CD180,0.026463392342845005
CD19,-0.006026293273289518
CD1A,0.008496050583724823
CD1B,-0.04143834689761228
CD1C,-0.0025740486641030458
CD1D,0.022429406005536556
CD1E,-0.034382498102440984
CD2,-0.02775334421356046
CD200,0.042682775320207256
CD200R1,0.011559834285256088
CD200R1L,-0.029413845457217036
CD207,-0.016693979011756177
CD209,0.10225350767051555
CD22,0.02777394961388957
CD24,0.5133919630170247
CD247,-0.02059416298792094
CD248,-0.11953078061378442
CD27,0.019207371442946375
CD274,0.00677598988778616
CD276,0.029362076188561126
CD28,-0.03449413462862605
CD2AP,0.034676577257004126
CD2BP2,0.0335583751731896
CD300A,0.0036885293065420655
CD300C,-0.018742299249355554
CD300E,0.044638975728569896
CD300LD,-0.013347254967627897
CD300LG,-0.16504581905432492
CD302,-0.059279169656472064
CD320,-0.20437369174479159
CD33,0.021094128953340174
CD34,-0.21715621647889094
CD36,-0.07904348126426175
CD37,0.02801284540616944
CD38,0.0006522954304140072
CD3D,-0.041328851585002546
CD3EAP,0.012657095090220949
CD3G,0.019085337946595615
CD4,-0.030710115247744696
CD40,-0.022263688001840087
CD44,-0.16892812061320228
CD46,-0.11956435640466623
CD47,-0.30042282800518194
CD48,0.07617183696624252
CD52,0.04787699575190274
CD53,0.013790026325279925
CD55,0.0816343866767717
CD58,0.1930737193755121
CD59,0.32878203589399213
CD5L,-0.13825714432250358
CD6,-0.0284975182768461
CD63,0.2897473495413685
CD68,0.5717604979809128
CD69,0.7868376736504663
CD7,0.03563427694865329
CD70,0.01787178474847284
CD72,0.013567626493587781
CD74,0.48911468117431234
CD79A,-0.03758982395915478
CD79B,0.13894498382361764
CD80,-0.018684496854892707
CD81,-0.08717461294441264
CD82,0.028146734760231773
CD83,0.4556755438138449
CD84,0.03879957498193054
CD86,0.057629062612463144
CD8A,-0.021099888909819065
CD8B,-0.017066553925317862
CD9,-0.2661392188027847
CD93,0.3541700599704889
CD96,0.04036814687403023
CD97,0.1593764536148523
CD99,-0.06447145267702403
CD99L2,-0.22375222405187856
CDA,-0.07156553337110783
CDADC1,-0.0018681119439154514
CDAN1,0.36086240434294226
CDC123,-0.08160287478799333
CDC14A,-0.0841241904107024
CDC14B,-0.3176546116705907
