gene_symbol,log2FoldChange
ADAMTSL2,-0.2278452460587399
ADAMTSL3,-0.03920660137549614
ADAMTSL4,0.013815178288789198
ADAMTSL5,-0.007523372518145166
ADAP1,-0.02606810464444198
ADAP2,0.2516971886789783
ADAR,0.02593650360244304
ADARB1,0.047760868002704626
ADARB2,0.03803120830318463
ADAT1,-0.018073126507081483
ADAT2,-0.013421914277382818
ADAT3,0.1284030082708032
ADC,-0.07955159004129797
ADCK1,0.08282215704726337
ADCK2,-0.03929947845246318
ADCK4,0.11458492397601283
ADCK5,0.01612364967651203
ADCY1,-0.03082547637131139
ADCY10,0.029920727454413765
ADCY2,-0.013163487515864603
ADCY3,-0.08900278432318665
ADCY4,0.19460727523993615
ADCY5,0.00867144241848461
ADCY6,-0.03988936816215105
ADCY7,0.022784303279363094
ADCY8,-0.08353726557789898
ADCY9,-0.054909624497095244
ADD1,-0.27470987164199023
ADD2,0.012159964031885906
ADD3,-0.3757273606993916
ADH1A,-0.5495641224415806
ADH1B,-0.23507547904151238
ADH1C,-0.31950245772506847
ADH4,0.025139061822801345
ADH5,-0.32684304505448747
ADH6,-0.5770456182351102
ADH7,-0.01630757198112498
ADHFE1,-0.21849890398937788
ADI1,-0.43533628385767287
ADIPOQ,0.06242192174547956
ADIPOR1,-0.22760207905848162
ADIPOR2,0.12620453701716094
ADK,-0.03098644447743215
ADM,1.8568563823141897
ADM2,-0.004701398455578598
ADNP,0.06109039583732834
ADNP2,0.026196199316650848
ADO,-0.21675134057006673
ADORA1,0.05319973030795033
ADORA2A,0.03963958012226154
ADORA2B,-0.009925748571121495
ADORA3,0.02068492632228125
ADPGK,0.0594899529812416
ADPRH,0.02043402188061716
ADPRHL1,-0.0423040969321109
ADPRHL2,0.3209170842706017
ADRA1A,-0.03020802993473648
ADRA1B,-0.23935443217514152
ADRA2A,0.0005064289002172373
ADRA2B,-0.033894556596592906
ADRA2C,0.016491331724401093
ADRB1,0.009025076706024926
ADRB2,0.15412247579851357
ADRB3,-0.014206947982976281
ADRBK1,0.09613098903759365
ADRBK2,0.00839425961150475
ADRM1,0.1238918822438535
ADSL,-0.03646749233146629
ADSS,-0.17618018114823997
ADSSL1,-0.9118493732112203
AEBP1,0.013654649166365829
AEBP2,-0.08128356599757058
AEN,0.11403798714774993
AES,0.01488918514235138
AFAP1,-0.04700943153825765
AFAP1L1,-0.0002803347739579465
AFAP1L2,-0.1434515114965329
AFAR3,-0.13739826471431016
AFARP1,0.009020358843316423
AFF1,0.055126142514223986
AFF2,0.00822437415055699
AFF3,-0.0665310463276283
AFF4,0.18228862988095074
AFG3L1,0.11194166660356686
AFG3L2,-0.007425165082656449
AFM,-1.3018561475358492
AFMID,-0.18317459791427648
AFP,-1.931913346310628
AFTPH,-0.4264800282795136
AGA,-0.09671032637515609
AGAP1,-0.016598563324253135
AGAP3,-0.004913282494073634
AGAP6,0.08210232999752343
AGAP7,0.005949975089851733
AGAP8,0.23567253823908985
AGBL1,0.04278327469095
AGBL2,-0.02520968091335707
AGBL3,-0.04310685340220832
AGBL5,-0.4084367594581515
AGC1,0.025693879900877015
AGER,-0.032880903128789996
AGFG1,-0.039488422961279745
AGFG2,-0.02326199240934912
AGGF1,-0.21549800079494297
AGK,-0.037194881979300654
AGL,0.06581559844404783
AGMAT,-0.6281277362597155
AGPAT1,-0.5259939125982855
AGPAT2,-0.1612908795650405
AGPAT3,-0.26616886209146884
AGPAT4,-0.14730377281484142
AGPAT5,-0.14782342863726416
AGPAT6,0.07078666809762968
AGPAT9,-0.7488571807665831
AGPS,0.04288294008485938
AGR2,0.16721677260263412
AGR3,0.15831933649112084
AGRN,-0.1429442626202242
AGRP,-0.01588230168812288
AGT,1.0128101190693304
AGTPBP1,0.01098368589235843
AGTR1,-0.22826374663166238
AGTR2,-0.01569702701550124
AGTRAP,-0.1924926334071726
AGXT,-0.5842361226424986
AGXT2,-0.7127336700248463
AGXT2L1,-0.5988534240901862
AGXT2L2,0.10572074189415925
AHCTF1,-0.2717048445706496
AHCY,-0.8078330441797323
AHCYL1,0.4100867832914936
AHCYL2,0.08659485969071223
AHDC1,0.017264687963812975
AHI1,0.06637891700427101
AHNAK,-0.1067862282153218
AHNAK2,0.028689887368170908
AHR,0.10469426240774293
AHSA1,0.5193140414916346
AHSA2,0.23863659129862747
AHSG,0.006283016802093755
AHSP,-0.014292074488266415
AICDA,0.026202983576028238
AIDA,0.04807343082520177
AIF1,-0.08403016389342177
AIF1L,-0.13511473049421951
AIFM1,0.3335428567736223
AIFM2,0.007079348134015895
AIFM3,-0.02893891765415635
AIG1,-0.3831584488383992
